wkt,flow capacity,pf,qf,pt,qt,kilovolt,line_name,srouce,target,actual flow,loading percent
"LINESTRING (-117.6619 34.1123, -117.6619 34.1123)",595.59,212.21553,0.681508,-212.028708,9.068071,345.0,ONTARIO 5 -- ONTARIO 5,ONTARIO 5,ONTARIO 5,212.21553,35.63114390772175
"LINESTRING (-117.6619 34.1123, -117.6619 34.1123)",595.59,212.21553,0.681508,-212.028708,9.068071,345.0,ONTARIO 5 -- ONTARIO 5,ONTARIO 5,ONTARIO 5,212.21553,35.63114390772175
"LINESTRING (-117.6619 34.1123, -117.5266 34.0912)",1302.28,-363.730461,8.919719,364.21684,-17.850322,345.0,ONTARIO 5 -- RANCHO CUCAMONGA 8,RANCHO CUCAMONGA 8,ONTARIO 5,363.730461,27.930280815185675
"LINESTRING (-117.6619 34.1123, -117.3603 34.0414)",1215.62,-272.916131,-10.964242,273.336937,-8.772757,345.0,ONTARIO 5 -- COLTON 3,COLTON 3,ONTARIO 5,272.916131,22.450776640726545
"LINESTRING (-117.6619 34.1123, -117.5661 34.0599)",257.4,109.492761,13.932067,-109.278534,-17.391892,138.0,ONTARIO 5 -- RANCHO CUCAMONGA 2,ONTARIO 5,RANCHO CUCAMONGA 2,109.492761,42.53798018648019
"LINESTRING (-117.6619 34.1123, -117.644 34.1301)",265.52,120.23877,-6.395015,-120.061864,6.843088,138.0,ONTARIO 5 -- RANCHO CUCAMONGA 4,ONTARIO 5,RANCHO CUCAMONGA 4,120.23877,45.28426107261224
"LINESTRING (-117.6372 33.834, -117.6355 33.8882)",223.75,-39.36302,13.886965,39.398486,-14.709103,138.0,CORONA 3 -- NORCO,NORCO,CORONA 3,39.36302,17.59241117318436
"LINESTRING (-117.6372 33.834, -117.551 33.9232)",225.72,-46.479449,24.48951,46.565092,-27.039614,138.0,CORONA 3 -- RIVERSIDE 1,RIVERSIDE 1,CORONA 3,46.479449,20.59163964203438
"LINESTRING (-117.5555 33.8711, -117.5555 33.8711)",507.42,240.029443,-9.04418,-239.862745,20.421333,345.0,CORONA 4 -- CORONA 4,CORONA 4,CORONA 4,240.029443,47.30389874265894
"LINESTRING (-117.5555 33.8711, -117.4528 33.9636)",1212.85,-240.029443,9.04418,240.226415,-20.213543,345.0,CORONA 4 -- RIVERSIDE 18,RIVERSIDE 18,CORONA 4,240.029443,19.790529991342705
"LINESTRING (-117.5555 33.8711, -117.5129 33.8424)",227.07,47.530021,-9.066794,-47.488166,8.196602,138.0,CORONA 4 -- RIVERSIDE 4,CORONA 4,RIVERSIDE 4,47.530021,20.93188047738583
"LINESTRING (-117.5555 33.8711, -117.5565 33.8827)",268.2,131.202724,-15.454539,-131.038799,16.264063,138.0,CORONA 4 -- CORONA 12,CORONA 4,CORONA 12,131.202724,48.919733035048466
"LINESTRING (-117.5296 34.1802, -117.5475 34.2382)",221.39,-38.54797,-11.398514,38.575147,9.709491,138.0,RANCHO CUCAMONGA 1 -- FONTANA 8,FONTANA 8,RANCHO CUCAMONGA 1,38.54797,17.411793667283977
"LINESTRING (-117.5661 34.0599, -117.5661 34.0599)",10000.0,35.08365,23.007793,-35.08,-22.99,138.0,RANCHO CUCAMONGA 2 -- RANCHO CUCAMONGA 2,RANCHO CUCAMONGA 2,RANCHO CUCAMONGA 2,35.08365,0.3508365
"LINESTRING (-117.5418 33.9859, -117.5604 34.0053)",264.45,-122.179423,-21.541123,122.459279,22.707748,138.0,ONTARIO 6 -- ONTARIO 8,ONTARIO 8,ONTARIO 6,122.179423,46.20133219890339
"LINESTRING (-117.5991 34.1075, -117.5991 34.1075)",10000.0,51.225109,13.429471,-51.22,-13.4,138.0,ONTARIO 7 -- ONTARIO 7,ONTARIO 7,ONTARIO 7,51.225109,0.51225109
"LINESTRING (-117.5991 34.1075, -117.5409 34.1011)",226.21,-49.909753,-13.313945,49.974302,12.733654,138.0,ONTARIO 7 -- RIVERSIDE 8,RIVERSIDE 8,ONTARIO 7,49.909753,22.06346005923699
"LINESTRING (-117.5991 34.1075, -117.5266 34.0912)",232.11,-57.352356,-10.665808,57.467898,10.59113,138.0,ONTARIO 7 -- RANCHO CUCAMONGA 8,RANCHO CUCAMONGA 8,ONTARIO 7,57.352356,24.709127568825124
"LINESTRING (-117.4921 34.1231, -117.505 34.0993)",204.17,28.939489,4.802725,-28.928987,-5.182734,138.0,RANCHO CUCAMONGA 3 -- FONTANA 4,RANCHO CUCAMONGA 3,FONTANA 4,28.939489,14.174212176127737
"LINESTRING (-117.4921 34.1231, -117.4386 34.1824)",247.48,-89.169489,-19.522725,89.402809,19.449898,138.0,RANCHO CUCAMONGA 3 -- FONTANA 7,FONTANA 7,RANCHO CUCAMONGA 3,89.169489,36.030987958622916
"LINESTRING (-117.6355 33.8882, -117.6085 33.8912)",239.74,-63.878486,3.429103,63.967757,-3.308312,138.0,NORCO -- CORONA 11,CORONA 11,NORCO,63.878486,26.644901142904814
"LINESTRING (-117.4926 34.3515, -117.5086 34.5394)",243.61,-75.9043,-0.69142,76.290971,-1.265462,138.0,PHELAN -- ADELANTO 2,ADELANTO 2,PHELAN,75.9043,31.158121587783754
"LINESTRING (-117.5093 33.8958, -117.5093 33.8958)",10000.0,27.041632,4.498092,-27.04,-4.49,138.0,MIRA LOMA 1 -- MIRA LOMA 1,MIRA LOMA 1,MIRA LOMA 1,27.041632,0.27041632
"LINESTRING (-117.5093 33.8958, -117.4864 33.9045)",211.39,25.713223,-3.112748,-25.707694,2.784911,138.0,MIRA LOMA 1 -- CORONA 7,MIRA LOMA 1,CORONA 7,25.713223,12.163878612990208
"LINESTRING (-117.5093 33.8958, -117.5565 33.8827)",232.87,-52.754855,-1.385345,52.795626,1.004401,138.0,MIRA LOMA 1 -- CORONA 12,CORONA 12,MIRA LOMA 1,52.754855,22.65420835659381
"LINESTRING (-117.5211 34.0642, -117.5211 34.0642)",10000.0,-27.04,-8.51,27.041606,8.517859,138.0,MIRA LOMA 2 -- MIRA LOMA 2,MIRA LOMA 2,MIRA LOMA 2,27.04,0.2704
"LINESTRING (-117.5211 34.0642, -117.5402 34.0454)",233.79,66.068577,24.631153,-66.019712,-24.847611,138.0,MIRA LOMA 2 -- ONTARIO 9,MIRA LOMA 2,ONTARIO 9,66.068577,28.259795970742978
"LINESTRING (-117.5211 34.0642, -117.5343 34.0903)",215.78,-32.411535,18.804853,32.429981,-19.107662,138.0,MIRA LOMA 2 -- RANCHO CUCAMONGA 9,RANCHO CUCAMONGA 9,MIRA LOMA 2,32.411535,15.020639076837519
"LINESTRING (-117.5211 34.0642, -117.4528 33.9636)",228.03,-60.698648,-51.953865,60.834499,47.578389,138.0,MIRA LOMA 2 -- RIVERSIDE 18,RIVERSIDE 18,MIRA LOMA 2,60.698648,26.618711573038635
"LINESTRING (-117.5002 33.9597, -117.5002 33.9597)",10000.0,-42.074439,-3.377501,42.078735,3.396396,138.0,CORONA 5 -- CORONA 5,CORONA 5,CORONA 5,42.074439,0.42074438999999997
"LINESTRING (-117.5002 33.9597, -117.5002 33.9597)",10000.0,42.074439,3.377501,-42.07,-3.36,138.0,CORONA 5 -- CORONA 5,CORONA 5,CORONA 5,42.074439,0.42074438999999997
"LINESTRING (-117.5002 33.9597, -117.5002 33.9597)",10000.0,-0.0,-0.0,-0.0,-0.0,138.0,CORONA 5 -- CORONA 5,CORONA 5,CORONA 5,0.0,0.0
"LINESTRING (-117.5002 33.9597, -117.4928 33.9198)",240.17,69.683397,31.922743,-69.582834,-32.234696,138.0,CORONA 5 -- RIVERSIDE 2,CORONA 5,RIVERSIDE 2,69.683397,29.014197027105805
"LINESTRING (-117.5002 33.9597, -117.4645 33.9739)",261.1,-111.762132,-35.319139,111.958662,36.031995,138.0,CORONA 5 -- FONTANA 2,FONTANA 2,CORONA 5,111.762132,42.804340099578695
"LINESTRING (-117.5619 33.9487, -117.551 33.9232)",251.24,89.646615,-10.88113,-89.473973,11.358271,138.0,CORONA 6 -- RIVERSIDE 1,CORONA 6,RIVERSIDE 1,89.646615,35.68166494188823
"LINESTRING (-117.5619 33.9487, -117.5604 34.0053)",272.34,-131.716615,-6.90887,132.028001,7.182469,138.0,CORONA 6 -- ONTARIO 8,ONTARIO 8,CORONA 6,131.716615,48.36477014026585
"LINESTRING (-117.4864 33.9045, -117.4928 33.9198)",203.83,-26.662306,-21.714911,26.682834,21.564696,138.0,CORONA 7 -- RIVERSIDE 2,RIVERSIDE 2,CORONA 7,26.662306,13.080658391797083
"LINESTRING (-117.4252 33.9204, -117.3848 33.9055)",215.89,28.643247,6.16291,-28.634576,-7.198379,138.0,CORONA 8 -- RIVERSIDE 3,CORONA 8,RIVERSIDE 3,28.643247,13.267519106952616
"LINESTRING (-117.4252 33.9204, -117.3603 34.0414)",237.07,-56.533247,-13.63291,56.635729,10.917268,138.0,CORONA 8 -- COLTON 3,COLTON 3,CORONA 8,56.533247,23.84664740372042
"LINESTRING (-117.485 34.2433, -117.5475 34.2382)",254.41,102.146261,-11.32628,-101.934748,11.610476,138.0,RANCHO CUCAMONGA 6 -- FONTANA 8,RANCHO CUCAMONGA 6,FONTANA 8,102.146261,40.15025392083644
"LINESTRING (-117.485 34.2433, -117.3572 34.4135)",268.92,-134.736261,-1.38372,136.318851,4.873499,138.0,RANCHO CUCAMONGA 6 -- HESPERIA 2,HESPERIA 2,RANCHO CUCAMONGA 6,134.736261,50.102729808121374
"LINESTRING (-117.4863 34.0863, -117.505 34.0993)",207.29,-30.21861,1.23832,30.226778,-1.596828,138.0,RANCHO CUCAMONGA 7 -- FONTANA 4,FONTANA 4,RANCHO CUCAMONGA 7,30.21861,14.577939119108496
"LINESTRING (-117.4863 34.0863, -117.5402 34.0454)",178.79,-1.09139,-15.12832,1.093349,12.352652,138.0,RANCHO CUCAMONGA 7 -- ONTARIO 9,ONTARIO 9,RANCHO CUCAMONGA 7,1.09139,0.6104312321718218
"LINESTRING (-117.551 33.9232, -117.551 33.9232)",10000.0,42.904743,15.661956,-42.9,-15.64,138.0,RIVERSIDE 1 -- RIVERSIDE 1,RIVERSIDE 1,RIVERSIDE 1,42.904743,0.42904743000000006
"LINESTRING (-117.551 33.9232, -117.551 33.9232)",10000.0,-42.904743,-15.661956,42.908881,15.681343,138.0,RIVERSIDE 1 -- RIVERSIDE 1,RIVERSIDE 1,RIVERSIDE 1,42.904743,0.42904743000000006
"LINESTRING (-117.4378 33.6831, -117.4163 33.7153)",224.09,-52.764384,37.22167,52.826303,-37.726755,138.0,CORONA 9 -- PERRIS 1,PERRIS 1,CORONA 9,52.764384,23.546068097639342
"LINESTRING (-117.4971 33.6627, -117.4971 33.6627)",10000.0,26.37139,6.166709,-26.37,-6.16,138.0,CORONA 10 -- CORONA 10,CORONA 10,CORONA 10,26.37139,0.2637139
"LINESTRING (-117.4971 33.6627, -117.2993 33.6384)",239.65,-86.7628,26.163506,87.156836,-27.236371,138.0,CORONA 10 -- LAKE ELSINORE 2,LAKE ELSINORE 2,CORONA 10,86.7628,36.2039641143334
"LINESTRING (-117.5135 34.0188, -117.4182 34.0926)",180.18,-12.597515,-7.761127,12.603883,5.692511,138.0,FONTANA 1 -- FONTANA 6,FONTANA 6,FONTANA 1,12.597515,6.991627816627815
"LINESTRING (-117.5135 34.0188, -117.5604 34.0053)",210.36,-21.462485,2.581127,21.471997,-3.197356,138.0,FONTANA 1 -- ONTARIO 8,ONTARIO 8,FONTANA 1,21.462485,10.202740540026621
"LINESTRING (-117.4645 33.9739, -117.4563 33.9889)",237.56,58.187828,57.847514,-58.139602,-57.758051,138.0,FONTANA 2 -- RIVERSIDE 10,FONTANA 2,RIVERSIDE 10,58.187828,24.493950159959592
"LINESTRING (-117.4645 33.9739, -117.4528 33.9636)",283.69,-102.103245,-48.514754,102.19879,48.782407,138.0,FONTANA 2 -- RIVERSIDE 18,RIVERSIDE 18,FONTANA 2,102.103245,35.99113292678628
"LINESTRING (-117.4645 33.9739, -117.4528 33.9636)",283.69,-102.103245,-48.514754,102.19879,48.782407,138.0,FONTANA 2 -- RIVERSIDE 18,RIVERSIDE 18,FONTANA 2,102.103245,35.99113292678628
"LINESTRING (-117.4163 34.0251, -117.4163 34.0251)",10000.0,57.24964,19.787903,-57.24,-19.75,138.0,FONTANA 3 -- FONTANA 3,FONTANA 3,FONTANA 3,57.24964,0.5724964
"LINESTRING (-117.4163 34.0251, -117.4297 34.0419)",199.33,18.006727,14.33983,-18.000204,-14.756019,138.0,FONTANA 3 -- RIVERSIDE 6,FONTANA 3,RIVERSIDE 6,18.006727,9.033626147594441
"LINESTRING (-117.4163 34.0251, -117.4563 33.9889)",193.98,-9.716159,-41.439971,9.739602,40.228051,138.0,FONTANA 3 -- RIVERSIDE 10,RIVERSIDE 10,FONTANA 3,9.716159,5.008845757294567
"LINESTRING (-117.4163 34.0251, -117.3603 34.0414)",236.7,-65.540208,7.312238,65.650168,-7.611345,138.0,FONTANA 3 -- COLTON 3,COLTON 3,FONTANA 3,65.540208,27.689145754119142
"LINESTRING (-117.505 34.0993, -117.505 34.0993)",10000.0,-57.246602,-9.851535,57.253808,9.886506,138.0,FONTANA 4 -- FONTANA 4,FONTANA 4,FONTANA 4,57.246602,0.57246602
"LINESTRING (-117.505 34.0993, -117.505 34.0993)",10000.0,57.246602,9.851535,-57.24,-9.82,138.0,FONTANA 4 -- FONTANA 4,FONTANA 4,FONTANA 4,57.246602,0.57246602
"LINESTRING (-117.505 34.0993, -117.5266 34.0912)",235.02,-58.551599,-3.106944,58.626442,3.317576,138.0,FONTANA 4 -- RANCHO CUCAMONGA 8,RANCHO CUCAMONGA 8,FONTANA 4,58.551599,24.91345374861714
"LINESTRING (-117.3796 34.1816, -117.3206 34.1937)",222.54,-42.97499,-68.034913,43.073355,67.233023,138.0,FONTANA 5 -- RIALTO 2,RIALTO 2,FONTANA 5,42.97499,19.31113058326593
"LINESTRING (-117.3796 34.1816, -117.3784 34.1743)",194.15,-14.26501,46.694913,14.277132,-46.729231,138.0,FONTANA 5 -- RIALTO 3,RIALTO 3,FONTANA 5,14.26501,7.347416945660572
"LINESTRING (-117.4182 34.0926, -117.4182 34.0926)",10000.0,53.057259,20.969911,-53.05,-20.94,138.0,FONTANA 6 -- FONTANA 6,FONTANA 6,FONTANA 6,53.057259,0.53057259
"LINESTRING (-117.4182 34.0926, -117.4297 34.0419)",207.55,27.14082,-5.653653,-27.119796,5.136019,138.0,FONTANA 6 -- RIVERSIDE 6,FONTANA 6,RIVERSIDE 6,27.14082,13.076762225969645
"LINESTRING (-117.4182 34.0926, -117.3532 34.0609)",247.56,-92.801962,-21.008769,92.881914,17.745537,138.0,FONTANA 6 -- COLTON 5,COLTON 5,FONTANA 6,92.801962,37.48665454839231
"LINESTRING (-117.4386 34.1824, -117.4386 34.1824)",10000.0,-53.05,-22.13,53.057261,22.161434,138.0,FONTANA 7 -- FONTANA 7,FONTANA 7,FONTANA 7,53.05,0.5305
"LINESTRING (-117.4386 34.1824, -117.4796 34.0384)",209.52,29.108826,-7.241829,-29.069825,4.610871,138.0,FONTANA 7 -- BLOOMINGTON,FONTANA 7,BLOOMINGTON,29.108826,13.893101374570445
"LINESTRING (-117.4386 34.1824, -117.4298 34.1736)",166.61,-6.138373,-66.285885,6.168199,66.211213,138.0,FONTANA 7 -- RIALTO 4,RIALTO 4,FONTANA 7,6.138373,3.6842764539943578
"LINESTRING (-117.4386 34.1824, -117.315 34.3031)",279.93,-165.430523,31.916382,166.230865,-32.643358,138.0,FONTANA 7 -- HESPERIA 3,HESPERIA 3,FONTANA 7,165.430523,59.097103918836844
"LINESTRING (-117.411 34.6578, -117.411 34.6578)",10000.0,29.451818,7.018767,-29.45,-7.01,138.0,ADELANTO 1 -- ADELANTO 1,ADELANTO 1,ADELANTO 1,29.451818,0.29451818
"LINESTRING (-117.411 34.6578, -117.411 34.6578)",10000.0,-29.451818,-7.018767,29.453739,7.02793,138.0,ADELANTO 1 -- ADELANTO 1,ADELANTO 1,ADELANTO 1,29.451818,0.29451818
"LINESTRING (-117.411 34.6578, -117.3742 34.6304)",184.94,-8.353868,0.019111,8.354883,-0.730626,138.0,ADELANTO 1 -- VICTORVILLE 4,VICTORVILLE 4,ADELANTO 1,8.353868,4.517069319779388
"LINESTRING (-117.411 34.6578, -117.255 34.5052)",231.21,52.79394,-7.551094,-52.698413,0.289588,138.0,ADELANTO 1 -- VICTORVILLE 6,ADELANTO 1,VICTORVILLE 6,52.79394,22.833761515505383
"LINESTRING (-117.5086 34.5394, -117.3647 34.5953)",252.95,-101.565146,-2.512369,102.487723,5.918143,138.0,ADELANTO 2 -- VICTORVILLE 7,VICTORVILLE 7,ADELANTO 2,101.565146,40.152261711800755
"LINESTRING (-117.3848 33.9055, -117.3848 33.9055)",10000.0,50.718673,25.401647,-50.71,-25.37,138.0,RIVERSIDE 3 -- RIVERSIDE 3,RIVERSIDE 3,RIVERSIDE 3,50.718673,0.50718673
"LINESTRING (-117.3848 33.9055, -117.386 33.9339)",217.73,36.832047,23.940991,-36.795138,-24.058699,138.0,RIVERSIDE 3 -- RIVERSIDE 12,RIVERSIDE 3,RIVERSIDE 12,36.832047,16.916385890782163
"LINESTRING (-117.3848 33.9055, -117.3845 33.8329)",185.17,-4.278182,-30.555789,4.304308,29.567012,138.0,RIVERSIDE 3 -- RIVERSIDE 14,RIVERSIDE 14,RIVERSIDE 3,4.278182,2.310407733434142
"LINESTRING (-117.3848 33.9055, -117.3533 34.0606)",235.5,-54.637963,-11.588471,54.780299,9.470227,138.0,RIVERSIDE 3 -- COLTON 4,COLTON 4,RIVERSIDE 3,54.637963,23.20083354564756
"LINESTRING (-117.3532 33.8889, -117.3532 33.8889)",10000.0,-50.716873,-31.915071,50.723392,31.953193,138.0,RIVERSIDE 5 -- RIVERSIDE 5,RIVERSIDE 5,RIVERSIDE 5,50.716873,0.50716873
"LINESTRING (-117.3532 33.8889, -117.3532 33.8889)",10000.0,50.716873,31.915071,-50.71,-31.88,138.0,RIVERSIDE 5 -- RIVERSIDE 5,RIVERSIDE 5,RIVERSIDE 5,50.716873,0.50716873
"LINESTRING (-117.3532 33.8889, -117.3371 33.9214)",224.54,-45.718161,38.840504,45.771764,-38.976216,138.0,RIVERSIDE 5 -- RIVERSIDE 15,RIVERSIDE 15,RIVERSIDE 5,45.718161,20.360809209940324
"LINESTRING (-117.3532 33.8889, -117.357 33.6996)",226.12,50.933764,-60.126601,-50.814724,52.094259,138.0,RIVERSIDE 5 -- WILDOMAR 1,RIVERSIDE 5,WILDOMAR 1,50.933764,22.525103484875288
"LINESTRING (-117.3532 33.8889, -117.2995 33.8914)",231.51,-55.938996,-10.667097,55.99355,10.118456,138.0,RIVERSIDE 5 -- MORENO VALLEY 5,MORENO VALLEY 5,RIVERSIDE 5,55.938996,24.162669431126087
"LINESTRING (-117.3782 33.9411, -117.311 33.9214)",246.65,-79.434679,-13.34876,79.549577,12.687037,138.0,RIVERSIDE 7 -- RIVERSIDE 9,RIVERSIDE 9,RIVERSIDE 7,79.434679,32.20542428542469
"LINESTRING (-117.3782 33.9411, -117.386 33.9339)",216.4,34.314679,1.88876,-34.309402,-2.077451,138.0,RIVERSIDE 7 -- RIVERSIDE 12,RIVERSIDE 7,RIVERSIDE 12,34.314679,15.857060536044361
"LINESTRING (-117.5409 34.1011, -117.5409 34.1011)",10000.0,-45.12,-10.22,45.125196,10.239465,138.0,RIVERSIDE 8 -- RIVERSIDE 8,RIVERSIDE 8,RIVERSIDE 8,45.12,0.45119999999999993
"LINESTRING (-117.5409 34.1011, -117.5343 34.0903)",253.49,-95.099498,-22.973119,95.147121,23.047477,138.0,RIVERSIDE 8 -- RANCHO CUCAMONGA 9,RANCHO CUCAMONGA 9,RIVERSIDE 8,95.099498,37.51607479584993
"LINESTRING (-117.3142 34.3862, -117.3142 34.3862)",10000.0,-49.37,-24.72,49.376232,24.750997,138.0,VICTORVILLE 1 -- VICTORVILLE 1,VICTORVILLE 1,VICTORVILLE 1,49.37,0.49369999999999997
"LINESTRING (-117.3142 34.3862, -117.3142 34.3862)",10000.0,-0.0,-0.0,-0.0,-0.0,138.0,VICTORVILLE 1 -- VICTORVILLE 1,VICTORVILLE 1,VICTORVILLE 1,0.0,0.0
"LINESTRING (-117.3142 34.3862, -117.3286 34.3853)",218.03,-35.009827,-3.823849,35.015352,3.682904,138.0,VICTORVILLE 1 -- HESPERIA 1,HESPERIA 1,VICTORVILLE 1,35.009827,16.057343943494015
"LINESTRING (-117.3142 34.3862, -117.2039 34.252)",245.26,76.166996,-13.400926,-76.039867,7.553202,138.0,VICTORVILLE 1 -- CRESTLINE,VICTORVILLE 1,CRESTLINE,76.166996,31.055612819049173
"LINESTRING (-117.3142 34.3862, -117.2079 34.4527)",250.27,-90.533401,-7.526222,90.970179,6.464746,138.0,VICTORVILLE 1 -- APPLE VALLEY 2,APPLE VALLEY 2,VICTORVILLE 1,90.533401,36.17429216446238
"LINESTRING (-117.3261 34.5622, -117.2657 34.5781)",252.81,93.785953,14.065209,-93.533121,-13.397664,138.0,VICTORVILLE 2 -- VICTORVILLE 5,VICTORVILLE 2,VICTORVILLE 5,93.785953,37.09740635259681
"LINESTRING (-117.3261 34.5622, -117.3647 34.5953)",273.12,-143.155953,-23.855209,143.5952,24.59664,138.0,VICTORVILLE 2 -- VICTORVILLE 7,VICTORVILLE 7,VICTORVILLE 2,143.155953,52.41503844463972
"LINESTRING (-117.3556 34.257, -117.3556 34.257)",10000.0,35.982977,12.704911,-35.98,-12.69,138.0,RIALTO 1 -- RIALTO 1,RIALTO 1,RIALTO 1,35.982977,0.35982977
"LINESTRING (-117.3556 34.257, -117.3541 34.223)",250.77,89.416229,-22.844667,-89.272149,23.045954,138.0,RIALTO 1 -- SAN BERNARDINO 4,RIALTO 1,SAN BERNARDINO 4,89.416229,35.656669059297364
"LINESTRING (-117.3556 34.257, -117.3554 34.336)",228.52,-52.518296,9.961021,52.59238,-11.568727,138.0,RIALTO 1 -- HESPERIA 4,HESPERIA 4,RIALTO 1,52.518296,22.981925433222475
"LINESTRING (-117.3556 34.257, -117.3235 34.3074)",243.97,-72.88091,0.178735,73.011838,-0.628271,138.0,RIALTO 1 -- HESPERIA 5,HESPERIA 5,RIALTO 1,72.88091,29.872898307168917
"LINESTRING (-117.3286 34.3853, -117.3286 34.3853)",10000.0,-37.38,-11.65,37.384012,11.663988,138.0,HESPERIA 1 -- HESPERIA 1,HESPERIA 1,HESPERIA 1,37.38,0.3738
"LINESTRING (-117.3286 34.3853, -117.3572 34.4135)",244.43,-72.399364,-15.346892,72.507665,15.63629,138.0,HESPERIA 1 -- HESPERIA 2,HESPERIA 2,HESPERIA 1,72.399364,29.619671889702577
"LINESTRING (-117.311 33.9214, -117.2989 33.9271)",269.81,-127.949577,-19.507037,128.089874,20.001618,138.0,RIVERSIDE 9 -- RIVERSIDE 16,RIVERSIDE 16,RIVERSIDE 9,127.949577,47.422103331974355
"LINESTRING (-117.4796 34.0384, -117.4528 33.9636)",150.8,1.319825,-13.950871,-1.313795,12.870712,138.0,BLOOMINGTON -- RIVERSIDE 18,BLOOMINGTON,RIVERSIDE 18,1.319825,0.8752155172413792
"LINESTRING (-117.295 34.311, -117.315 34.3031)",172.23,4.221886,-26.717696,-4.214288,26.480442,138.0,SAN BERNARDINO 1 -- HESPERIA 3,SAN BERNARDINO 1,HESPERIA 3,4.221886,2.451306973233467
"LINESTRING (-117.295 34.311, -117.2657 34.5781)",231.38,-55.241886,-6.322304,55.369488,0.063162,138.0,SAN BERNARDINO 1 -- VICTORVILLE 5,VICTORVILLE 5,SAN BERNARDINO 1,55.241886,23.874961535137004
"LINESTRING (-117.3026 34.125, -117.311 34.1138)",235.67,62.306787,-1.995218,-62.2757,2.010652,138.0,SAN BERNARDINO 2 -- SAN BERNARDINO 8,SAN BERNARDINO 2,SAN BERNARDINO 8,62.306787,26.438149531124033
"LINESTRING (-117.3026 34.125, -117.2418 34.0818)",263.2,-113.326787,-11.824782,113.65365,12.30587,138.0,SAN BERNARDINO 2 -- REDLANDS 5,REDLANDS 5,SAN BERNARDINO 2,113.326787,43.057289893617025
"LINESTRING (-117.3206 34.1937, -117.3206 34.1937)",10000.0,48.915785,3.534222,-48.91,-3.51,138.0,RIALTO 2 -- RIALTO 2,RIALTO 2,RIALTO 2,48.915785,0.48915785
"LINESTRING (-117.3206 34.1937, -117.3206 34.1937)",10000.0,-48.915785,-3.534222,48.920113,3.557654,138.0,RIALTO 2 -- RIALTO 2,RIALTO 2,RIALTO 2,48.915785,0.48915785
"LINESTRING (-117.3206 34.1937, -117.3385 34.1686)",217.75,34.208707,67.278386,-34.146558,-67.704046,138.0,RIALTO 2 -- SAN BERNARDINO 3,RIALTO 2,SAN BERNARDINO 3,34.208707,15.71008358208955
"LINESTRING (-117.3206 34.1937, -117.3344 34.2056)",269.1,-126.202176,-138.069062,126.636223,139.621103,138.0,RIALTO 2 -- SAN BERNARDINO 10,SAN BERNARDINO 10,RIALTO 2,126.202176,46.89787290969899
"LINESTRING (-117.3784 34.1743, -117.3541 34.223)",238.41,-63.187132,34.919231,63.280015,-35.094229,138.0,RIALTO 3 -- SAN BERNARDINO 4,SAN BERNARDINO 4,RIALTO 3,63.187132,26.503557736672118
"LINESTRING (-117.4298 34.1736, -117.4298 34.1736)",10000.0,-48.91,-14.39,48.915133,14.416371,138.0,RIALTO 4 -- RIALTO 4,RIALTO 4,RIALTO 4,48.91,0.4891
"LINESTRING (-117.4298 34.1736, -117.3344 34.2056)",227.46,-55.083332,-80.627585,55.454983,80.054449,138.0,RIALTO 4 -- SAN BERNARDINO 10,SAN BERNARDINO 10,RIALTO 4,55.083332,24.216711509715992
"LINESTRING (-117.2839 34.0675, -117.2316 34.1312)",196.8,16.891874,-10.673436,-16.878898,9.090019,138.0,RIVERSIDE 11 -- SAN BERNARDINO 6,RIVERSIDE 11,SAN BERNARDINO 6,16.891874,8.58326930894309
"LINESTRING (-117.2839 34.0675, -117.2336 34.0627)",255.67,-102.271874,-4.326564,102.50125,4.529372,138.0,RIVERSIDE 11 -- HIGHLAND 1,HIGHLAND 1,RIVERSIDE 11,102.271874,40.00151523448195
"LINESTRING (-117.3781 33.5705, -117.3477 33.4977)",225.03,-49.743592,-0.375498,49.821597,-0.040156,138.0,LAKE ELSINORE 1 -- MURRIETA 1,MURRIETA 1,LAKE ELSINORE 1,49.743592,22.10531573567969
"LINESTRING (-117.3781 33.5705, -117.3103 33.5742)",152.25,4.553592,-9.664502,-4.548146,8.969734,138.0,LAKE ELSINORE 1 -- WILDOMAR 2,LAKE ELSINORE 1,WILDOMAR 2,4.553592,2.990865024630542
"LINESTRING (-117.2993 33.6384, -117.2993 33.6384)",10000.0,45.194262,11.499858,-45.19,-11.48,138.0,LAKE ELSINORE 2 -- LAKE ELSINORE 2,LAKE ELSINORE 2,LAKE ELSINORE 2,45.194262,0.45194262
"LINESTRING (-117.2993 33.6384, -117.3103 33.5742)",215.5,28.941562,15.479268,-28.901854,-16.199734,138.0,LAKE ELSINORE 2 -- WILDOMAR 2,LAKE ELSINORE 2,WILDOMAR 2,28.941562,13.42995916473318
"LINESTRING (-117.2993 33.6384, -117.2727 33.6312)",250.56,-99.194668,21.079602,99.306063,-20.93737,138.0,LAKE ELSINORE 2 -- SUN CITY 2,SUN CITY 2,LAKE ELSINORE 2,99.194668,39.589187420178796
"LINESTRING (-117.2993 33.6384, -117.1704 33.7388)",231.93,-62.097992,-20.822358,62.30041,19.403531,138.0,LAKE ELSINORE 2 -- SUN CITY 4,SUN CITY 4,LAKE ELSINORE 2,62.097992,26.774454361229676
